Video Name,Date,Time,Total Count,Car Count,Truck Count,Bus Count,Motorcycle Count
lane2.mp4,2025-04-12,11:29:55,5805,5154,425,226,0
lane2.mp4,2025-04-12,11:29:55,5158,4568,377,213,0
lane2.mp4,2025-04-12,11:30:03,6608,5887,491,230,0
lane1.mp4,2025-04-12,11:30:05,1062,1044,16,2,0
lane2.mp4,2025-04-12,11:30:06,20998,18048,2210,740,0
lane1.mp4,2025-04-12,11:30:14,1372,1295,74,3,0
lane2.mp4,2025-04-12,11:30:15,5340,4734,386,220,0
lane3.mp4,2025-04-12,11:30:15,27209,24098,1232,993,886
lane2.mp4,2025-04-12,11:30:18,5975,5307,442,226,0
lane2.mp4,2025-04-12,11:30:24,6825,6080,514,231,0
lane1.mp4,2025-04-12,11:30:27,1132,1097,33,2,0
lane2.mp4,2025-04-12,11:30:28,21179,18190,2235,754,0
lane1.mp4,2025-04-12,11:30:37,1422,1336,83,3,0
lane3.mp4,2025-04-12,11:30:39,27347,24226,1234,999,888
lane2.mp4,2025-04-12,11:30:39,5475,4853,397,225,0
lane2.mp4,2025-04-12,11:30:41,6126,5445,455,226,0
lane2.mp4,2025-04-12,11:30:46,6980,6216,528,236,0
lane1.mp4,2025-04-12,11:30:50,1182,1140,40,2,0
lane2.mp4,2025-04-12,11:30:50,21312,18298,2255,759,0
lane1.mp4,2025-04-12,11:30:58,1487,1394,90,3,0
lane3.mp4,2025-04-12,11:31:02,27493,24357,1240,1005,891
lane2.mp4,2025-04-12,11:31:03,5611,4976,409,226,0
lane2.mp4,2025-04-12,11:31:04,6286,5593,467,226,0
lane2.mp4,2025-04-12,11:31:06,7109,6331,538,240,0
lane2.mp4,2025-04-12,11:31:11,21417,18383,2272,762,0
lane1.mp4,2025-04-12,11:31:13,1222,1172,47,3,0
lane1.mp4,2025-04-12,11:31:18,1553,1457,92,4,0
lane3.mp4,2025-04-12,11:31:25,27681,24516,1246,1012,907
lane2.mp4,2025-04-12,11:31:26,5782,5133,423,226,0
lane2.mp4,2025-04-12,11:31:26,6459,5751,479,229,0
lane2.mp4,2025-04-12,11:31:27,7282,6487,554,241,0
lane2.mp4,2025-04-12,11:31:32,21596,18532,2296,768,0
lane1.mp4,2025-04-12,11:31:38,1335,1266,66,3,0
lane1.mp4,2025-04-12,11:31:40,1661,1562,95,4,0
lane3.mp4,2025-04-12,11:31:45,28049,24842,1255,1027,925
lane2.mp4,2025-04-12,11:31:46,6849,6102,516,231,0
lane2.mp4,2025-04-12,11:31:46,6126,5445,455,226,0
lane2.mp4,2025-04-12,11:31:47,7646,6815,584,247,0
lane2.mp4,2025-04-12,11:31:53,21918,18810,2323,785,0
lane1.mp4,2025-04-12,11:31:59,1507,1412,92,3,0
lane1.mp4,2025-04-12,11:32:00,1785,1678,103,4,0
lane3.mp4,2025-04-12,11:32:06,28482,25237,1268,1043,934
lane2.mp4,2025-04-12,11:32:07,7255,6463,551,241,0
lane2.mp4,2025-04-12,11:32:07,8016,7147,616,253,0
lane2.mp4,2025-04-12,11:32:07,6528,5814,485,229,0
lane2.mp4,2025-04-12,11:32:13,22286,19137,2348,801,0
lane1.mp4,2025-04-12,11:32:19,1661,1562,95,4,0
lane1.mp4,2025-04-12,11:32:21,1891,1776,111,4,0
lane3.mp4,2025-04-12,11:32:26,28941,25669,1274,1059,939
lane2.mp4,2025-04-12,11:32:27,8401,7479,655,267,0
lane2.mp4,2025-04-12,11:32:27,7646,6815,584,247,0
lane2.mp4,2025-04-12,11:32:29,6953,6192,526,235,0
lane2.mp4,2025-04-12,11:32:34,22616,19420,2372,824,0
lane1.mp4,2025-04-12,11:32:40,1785,1678,103,4,0
lane1.mp4,2025-04-12,11:32:42,2001,1867,116,18,0
lane3.mp4,2025-04-12,11:32:47,29368,26065,1282,1075,946
lane2.mp4,2025-04-12,11:32:48,8016,7147,616,253,0
lane2.mp4,2025-04-12,11:32:48,8840,7848,711,281,0
lane2.mp4,2025-04-12,11:32:49,7334,6533,558,243,0
lane2.mp4,2025-04-12,11:32:54,23012,19790,2392,830,0
lane1.mp4,2025-04-12,11:33:01,1891,1776,111,4,0
lane1.mp4,2025-04-12,11:33:02,2166,2007,139,20,0
lane3.mp4,2025-04-12,11:33:08,29823,26472,1298,1099,954
lane2.mp4,2025-04-12,11:33:09,9247,8182,773,292,0
lane2.mp4,2025-04-12,11:33:09,8425,7499,658,268,0
lane2.mp4,2025-04-12,11:33:10,7719,6880,590,249,0
lane2.mp4,2025-04-12,11:33:15,23446,20192,2420,834,0
lane1.mp4,2025-04-12,11:33:21,2001,1867,116,18,0
lane1.mp4,2025-04-12,11:33:23,2287,2112,155,20,0
lane3.mp4,2025-04-12,11:33:29,30272,26884,1317,1115,956
lane2.mp4,2025-04-12,11:33:30,8063,7188,620,255,0
lane2.mp4,2025-04-12,11:33:30,8867,7870,715,282,0
lane2.mp4,2025-04-12,11:33:30,9620,8508,812,300,0
lane2.mp4,2025-04-12,11:33:35,23863,20586,2438,839,0
lane1.mp4,2025-04-12,11:33:41,2166,2007,139,20,0
lane1.mp4,2025-04-12,11:33:44,2388,2186,174,28,0
lane3.mp4,2025-04-12,11:33:49,30711,27285,1330,1131,965
lane2.mp4,2025-04-12,11:33:50,10004,8858,845,301,0
lane2.mp4,2025-04-12,11:33:51,8449,7519,661,269,0
lane2.mp4,2025-04-12,11:33:52,9271,8203,776,292,0
lane2.mp4,2025-04-12,11:33:56,24305,21004,2462,839,0
lane1.mp4,2025-04-12,11:34:02,2287,2112,155,20,0
lane1.mp4,2025-04-12,11:34:05,2451,2241,182,28,0
lane2.mp4,2025-04-12,11:34:11,10369,9188,876,305,0
lane3.mp4,2025-04-12,11:34:11,31135,27663,1334,1147,991
lane2.mp4,2025-04-12,11:34:12,9620,8508,812,300,0
lane2.mp4,2025-04-12,11:34:12,8867,7870,715,282,0
lane2.mp4,2025-04-12,11:34:17,24791,21473,2478,840,0
lane1.mp4,2025-04-12,11:34:22,2388,2186,174,28,0
lane1.mp4,2025-04-12,11:34:25,2505,2289,188,28,0
lane2.mp4,2025-04-12,11:34:31,10761,9528,919,314,0
lane3.mp4,2025-04-12,11:34:31,31541,28022,1334,1163,1022
lane2.mp4,2025-04-12,11:34:32,10004,8858,845,301,0
lane2.mp4,2025-04-12,11:34:32,9226,8164,770,292,0
lane2.mp4,2025-04-12,11:34:37,25257,21923,2494,840,0
lane1.mp4,2025-04-12,11:34:43,2451,2241,182,28,0
lane1.mp4,2025-04-12,11:34:45,2583,2352,203,28,0
lane2.mp4,2025-04-12,11:34:51,11172,9873,973,326,0
lane3.mp4,2025-04-12,11:34:51,31952,28381,1336,1178,1057
lane2.mp4,2025-04-12,11:34:53,10369,9188,876,305,0
lane2.mp4,2025-04-12,11:34:53,9574,8466,808,300,0
lane2.mp4,2025-04-12,11:34:58,25678,22322,2510,846,0
lane1.mp4,2025-04-12,11:35:04,2505,2289,188,28,0
lane1.mp4,2025-04-12,11:35:06,2643,2407,205,31,0
lane2.mp4,2025-04-12,11:35:12,11579,10212,1040,327,0
lane3.mp4,2025-04-12,11:35:12,32408,28769,1340,1194,1105
lane2.mp4,2025-04-12,11:35:13,9932,8792,839,301,0
lane2.mp4,2025-04-12,11:35:14,10761,9528,919,314,0
lane2.mp4,2025-04-12,11:35:19,26107,22730,2527,850,0
lane1.mp4,2025-04-12,11:35:24,2583,2352,203,28,0
lane1.mp4,2025-04-12,11:35:26,2699,2459,209,31,0
lane2.mp4,2025-04-12,11:35:33,11992,10539,1106,347,0
lane3.mp4,2025-04-12,11:35:33,32845,29143,1354,1210,1138
lane2.mp4,2025-04-12,11:35:34,10320,9144,872,304,0
lane2.mp4,2025-04-12,11:35:34,11200,9896,977,327,0
lane2.mp4,2025-04-12,11:35:40,26518,23122,2546,850,0
lane1.mp4,2025-04-12,11:35:45,2643,2407,205,31,0
lane1.mp4,2025-04-12,11:35:47,2785,2537,217,31,0
lane3.mp4,2025-04-12,11:35:54,33276,29526,1375,1226,1149
lane2.mp4,2025-04-12,11:35:54,12398,10867,1157,374,0
lane2.mp4,2025-04-12,11:35:55,10680,9459,909,312,0
lane2.mp4,2025-04-12,11:35:56,11604,10232,1044,328,0
lane2.mp4,2025-04-12,11:36:01,26945,23530,2565,850,0
lane1.mp4,2025-04-12,11:36:05,2704,2463,210,31,0
lane1.mp4,2025-04-12,11:36:08,2865,2606,223,36,0
lane2.mp4,2025-04-12,11:36:15,12826,11224,1213,389,0
lane3.mp4,2025-04-12,11:36:15,33650,29858,1397,1242,1153
lane2.mp4,2025-04-12,11:36:15,11089,9802,964,323,0
lane2.mp4,2025-04-12,11:36:17,12018,10558,1110,350,0
lane2.mp4,2025-04-12,11:36:22,27397,23965,2582,850,0
lane1.mp4,2025-04-12,11:36:26,2791,2542,217,32,0
lane1.mp4,2025-04-12,11:36:29,2939,2676,227,36,0
lane2.mp4,2025-04-12,11:36:36,11485,10137,1021,327,0
lane2.mp4,2025-04-12,11:36:36,13247,11576,1264,407,0
lane3.mp4,2025-04-12,11:36:36,34045,30216,1414,1258,1157
lane2.mp4,2025-04-12,11:36:37,12426,10890,1161,375,0
lane2.mp4,2025-04-12,11:36:42,27781,24333,2598,850,0
lane1.mp4,2025-04-12,11:36:47,2871,2612,223,36,0
lane1.mp4,2025-04-12,11:36:49,2996,2733,227,36,0
lane2.mp4,2025-04-12,11:36:57,13654,11921,1310,423,0
lane3.mp4,2025-04-12,11:36:57,34408,30543,1433,1274,1158
lane2.mp4,2025-04-12,11:36:58,11890,10461,1090,339,0
lane2.mp4,2025-04-12,11:36:59,12851,11244,1216,391,0
lane2.mp4,2025-04-12,11:37:03,28148,24685,2613,850,0
lane1.mp4,2025-04-12,11:37:07,2942,2679,227,36,0
lane2.mp4,2025-04-12,11:37:09,233,205,19,9,0
lane3.mp4,2025-04-12,11:37:18,34751,30841,1466,1285,1159
lane2.mp4,2025-04-12,11:37:18,14041,12267,1343,431,0
lane2.mp4,2025-04-12,11:37:18,12265,10758,1138,369,0
lane2.mp4,2025-04-12,11:37:19,13273,11598,1267,408,0
lane2.mp4,2025-04-12,11:37:23,28523,25043,2630,850,0
lane1.mp4,2025-04-12,11:37:28,2999,2736,227,36,0
lane2.mp4,2025-04-12,11:37:30,601,531,37,33,0
lane2.mp4,2025-04-12,11:37:39,12671,11089,1195,387,0
lane2.mp4,2025-04-12,11:37:39,14384,12566,1387,431,0
lane3.mp4,2025-04-12,11:37:39,35121,31145,1493,1314,1169
lane2.mp4,2025-04-12,11:37:40,13654,11921,1310,423,0
lane2.mp4,2025-04-12,11:37:43,28883,25378,2651,854,0
lane2.mp4,2025-04-12,11:37:48,283,250,22,11,0
lane2.mp4,2025-04-12,11:37:51,940,833,54,53,0
lane2.mp4,2025-04-12,11:37:59,14676,12821,1422,433,0
lane3.mp4,2025-04-12,11:37:59,35472,31427,1522,1331,1192
lane2.mp4,2025-04-12,11:38:00,13059,11420,1239,400,0
lane2.mp4,2025-04-12,11:38:01,14018,12246,1341,431,0
lane2.mp4,2025-04-12,11:38:05,29268,25740,2674,854,0
lane2.mp4,2025-04-12,11:38:09,653,576,39,38,0
lane2.mp4,2025-04-12,11:38:12,1260,1104,88,68,0
lane3.mp4,2025-04-12,11:38:20,35870,31716,1561,1351,1242
lane2.mp4,2025-04-12,11:38:21,15000,13107,1454,439,0
lane2.mp4,2025-04-12,11:38:21,13449,11746,1288,415,0
lane2.mp4,2025-04-12,11:38:22,14364,12548,1385,431,0
lane2.mp4,2025-04-12,11:38:25,29647,26076,2717,854,0
lane2.mp4,2025-04-12,11:38:32,1586,1379,115,92,0
lane2.mp4,2025-04-12,11:38:29,980,867,58,55,0
lane3.mp4,2025-04-12,11:38:40,36257,32011,1590,1371,1285
lane2.mp4,2025-04-12,11:38:41,15325,13403,1483,439,0
lane2.mp4,2025-04-12,11:38:41,13823,12069,1325,429,0
lane2.mp4,2025-04-12,11:38:43,14676,12821,1422,433,0
lane2.mp4,2025-04-12,11:38:46,30044,26443,2747,854,0
lane2.mp4,2025-04-12,11:38:53,1305,1142,93,70,0
lane2.mp4,2025-04-12,11:38:53,1981,1724,148,109,0
lane3.mp4,2025-04-12,11:39:00,36625,32290,1617,1386,1332
lane2.mp4,2025-04-12,11:39:01,15633,13674,1513,446,0
lane2.mp4,2025-04-12,11:39:02,14171,12379,1361,431,0
lane2.mp4,2025-04-12,11:39:04,14980,13089,1452,439,0
lane2.mp4,2025-04-12,11:39:07,30421,26813,2754,854,0
lane2.mp4,2025-04-12,11:39:15,1635,1418,121,96,0
lane2.mp4,2025-04-12,11:39:15,2348,2052,172,124,0
lane3.mp4,2025-04-12,11:39:22,36979,32577,1648,1403,1351
lane2.mp4,2025-04-12,11:39:22,15912,13921,1537,454,0
lane2.mp4,2025-04-12,11:39:23,14480,12649,1398,433,0
lane2.mp4,2025-04-12,11:39:25,15304,13384,1481,439,0
lane2.mp4,2025-04-12,11:39:27,30797,27183,2760,854,0
lane2.mp4,2025-04-12,11:39:35,2033,1772,150,111,0
lane2.mp4,2025-04-12,11:39:36,2706,2377,193,136,0
lane2.mp4,2025-04-12,11:39:42,16218,14185,1556,477,0
lane3.mp4,2025-04-12,11:39:42,37404,32884,1679,1422,1419
lane2.mp4,2025-04-12,11:39:44,14785,12915,1432,438,0
lane2.mp4,2025-04-12,11:39:45,15613,13656,1511,446,0
lane2.mp4,2025-04-12,11:39:47,31182,27552,2776,854,0
lane2.mp4,2025-04-12,11:39:56,2395,2095,174,126,0
lane2.mp4,2025-04-12,11:39:57,3082,2707,224,151,0
lane3.mp4,2025-04-12,11:40:02,37824,33201,1708,1436,1479
lane2.mp4,2025-04-12,11:40:03,16524,14447,1578,499,0
lane2.mp4,2025-04-12,11:40:04,15069,13168,1462,439,0
lane2.mp4,2025-04-12,11:40:06,15894,13905,1536,453,0
lane2.mp4,2025-04-12,11:40:08,31545,27892,2799,854,0
lane2.mp4,2025-04-12,11:40:17,2760,2425,197,138,0
lane2.mp4,2025-04-12,11:40:18,3447,3039,244,164,0
lane2.mp4,2025-04-12,11:40:23,16799,14681,1606,512,0
lane3.mp4,2025-04-12,11:40:23,38245,33526,1738,1454,1527
lane2.mp4,2025-04-12,11:40:26,15410,13480,1491,439,0
lane2.mp4,2025-04-12,11:40:26,16218,14185,1556,477,0
lane2.mp4,2025-04-12,11:40:28,31960,28280,2825,855,0
lane2.mp4,2025-04-12,11:40:38,3155,2772,229,154,0
lane2.mp4,2025-04-12,11:40:39,3841,3393,273,175,0
lane2.mp4,2025-04-12,11:40:46,15693,13727,1519,447,0
lane3.mp4,2025-04-12,11:40:46,38697,33857,1768,1469,1603
lane2.mp4,2025-04-12,11:40:47,16524,14447,1578,499,0
lane2.mp4,2025-04-12,11:40:48,32373,28677,2840,856,0
lane2.mp4,2025-04-12,11:40:58,3605,3184,254,167,0
lane2.mp4,2025-04-12,11:41:00,4302,3801,316,185,0
lane2.mp4,2025-04-12,11:41:09,17367,15163,1670,534,0
lane2.mp4,2025-04-12,11:41:09,32756,29046,2852,858,0
lane3.mp4,2025-04-12,11:41:09,39147,34179,1796,1478,1694
lane2.mp4,2025-04-12,11:41:10,15972,13974,1543,455,0
lane2.mp4,2025-04-12,11:41:10,16817,14696,1608,513,0
lane2.mp4,2025-04-12,11:41:20,4019,3550,288,181,0
lane2.mp4,2025-04-12,11:41:21,4670,4131,341,198,0
lane2.mp4,2025-04-12,11:41:29,17672,15416,1713,543,0
lane2.mp4,2025-04-12,11:41:29,33137,29392,2881,864,0
lane3.mp4,2025-04-12,11:41:30,39539,34485,1830,1492,1732
lane2.mp4,2025-04-12,11:41:30,17102,14933,1636,533,0
lane2.mp4,2025-04-12,11:41:31,16285,14241,1558,486,0
lane2.mp4,2025-04-12,11:41:40,4399,3889,325,185,0
lane2.mp4,2025-04-12,11:41:42,5056,4476,371,209,0
lane2.mp4,2025-04-12,11:41:50,18017,15694,1752,571,0
lane2.mp4,2025-04-12,11:41:50,33520,29748,2907,865,0
lane2.mp4,2025-04-12,11:41:51,16578,14493,1584,501,0
lane3.mp4,2025-04-12,11:41:51,39906,34801,1854,1505,1746
lane2.mp4,2025-04-12,11:41:51,17408,15198,1676,534,0
lane2.mp4,2025-04-12,11:42:01,4825,4268,352,205,0
lane2.mp4,2025-04-12,11:42:03,5453,4833,395,225,0
lane2.mp4,2025-04-12,11:42:10,18379,15984,1806,589,0
lane2.mp4,2025-04-12,11:42:10,33890,30079,2944,867,0
lane3.mp4,2025-04-12,11:42:12,40312,35145,1880,1520,1767
lane2.mp4,2025-04-12,11:42:12,17737,15468,1720,549,0
lane2.mp4,2025-04-12,11:42:12,16870,14743,1611,516,0
lane2.mp4,2025-04-12,11:42:21,5208,4614,379,215,0
lane2.mp4,2025-04-12,11:42:24,5805,5154,425,226,0
lane2.mp4,2025-04-12,11:42:31,18737,16284,1862,591,0
lane2.mp4,2025-04-12,11:42:31,34230,30375,2988,867,0
lane2.mp4,2025-04-12,11:42:32,18058,15729,1755,574,0
lane3.mp4,2025-04-12,11:42:32,40690,35459,1902,1542,1787
lane2.mp4,2025-04-12,11:42:33,17158,14981,1644,533,0
lane2.mp4,2025-04-12,11:42:42,5587,4954,407,226,0
lane2.mp4,2025-04-12,11:42:45,6152,5469,457,226,0
lane2.mp4,2025-04-12,11:42:51,19089,16570,1922,597,0
lane2.mp4,2025-04-12,11:42:52,34579,30702,3010,867,0
lane2.mp4,2025-04-12,11:42:53,18428,16023,1815,590,0
lane3.mp4,2025-04-12,11:42:53,41138,35831,1923,1562,1822
lane2.mp4,2025-04-12,11:42:54,17448,15232,1682,534,0
lane2.mp4,2025-04-12,11:43:02,5929,5266,437,226,0
lane2.mp4,2025-04-12,11:43:06,6528,5814,485,229,0
lane2.mp4,2025-04-12,11:43:12,19418,16812,1979,627,0
lane2.mp4,2025-04-12,11:43:12,34901,31009,3025,867,0
lane2.mp4,2025-04-12,11:43:13,18784,16322,1870,592,0
lane3.mp4,2025-04-12,11:43:14,41549,36189,1940,1575,1845
lane2.mp4,2025-04-12,11:43:14,17761,15487,1723,551,0
lane2.mp4,2025-04-12,11:43:23,6336,5639,471,226,0
lane2.mp4,2025-04-12,11:43:28,6926,6168,524,234,0
lane2.mp4,2025-04-12,11:43:32,19731,17058,2036,637,0
lane2.mp4,2025-04-12,11:43:32,35255,31341,3047,867,0
lane2.mp4,2025-04-12,11:43:34,19135,16607,1929,599,0
lane3.mp4,2025-04-12,11:43:35,41982,36556,1960,1591,1875
lane2.mp4,2025-04-12,11:43:35,18080,15746,1758,576,0
lane2.mp4,2025-04-12,11:43:45,6717,5984,502,231,0
lane2.mp4,2025-04-12,11:43:50,7307,6510,556,241,0
lane2.mp4,2025-04-12,11:43:53,20045,17305,2084,656,0
lane2.mp4,2025-04-12,11:43:53,35631,31683,3079,869,0
lane2.mp4,2025-04-12,11:43:54,19455,16842,1985,628,0
lane3.mp4,2025-04-12,11:43:56,42363,36868,1977,1602,1916
lane2.mp4,2025-04-12,11:43:56,18428,16023,1815,590,0
lane2.mp4,2025-04-12,11:44:05,7084,6309,536,239,0
lane2.mp4,2025-04-12,11:44:11,7669,6835,586,248,0
lane2.mp4,2025-04-12,11:44:14,36036,32057,3110,869,0
lane2.mp4,2025-04-12,11:44:14,20365,17549,2129,687,0
lane2.mp4,2025-04-12,11:44:15,19777,17096,2044,637,0
lane2.mp4,2025-04-12,11:44:16,18784,16322,1870,592,0
lane3.mp4,2025-04-12,11:44:17,42794,37208,1998,1622,1966
lane2.mp4,2025-04-12,11:44:26,7474,6660,570,244,0
lane2.mp4,2025-04-12,11:44:32,8016,7147,616,253,0
lane2.mp4,2025-04-12,11:44:34,36379,32370,3140,869,0
lane2.mp4,2025-04-12,11:44:35,20722,17836,2169,717,0
lane2.mp4,2025-04-12,11:44:35,20089,17337,2092,660,0
lane3.mp4,2025-04-12,11:44:37,43252,37556,2026,1648,2022
lane2.mp4,2025-04-12,11:44:37,19112,16588,1926,598,0
lane2.mp4,2025-04-12,11:44:47,7840,6990,600,250,0
lane2.mp4,2025-04-12,11:44:53,8376,7458,652,266,0
lane2.mp4,2025-04-12,11:44:54,36750,32716,3165,869,0
lane2.mp4,2025-04-12,11:44:57,21134,18155,2228,751,0
lane2.mp4,2025-04-12,11:44:57,20427,17599,2135,693,0
lane3.mp4,2025-04-12,11:44:58,43711,37913,2045,1684,2069
lane2.mp4,2025-04-12,11:44:58,19455,16842,1985,628,0
lane2.mp4,2025-04-12,11:45:08,8181,7290,631,260,0
lane2.mp4,2025-04-12,11:45:13,8695,7729,689,277,0
lane2.mp4,2025-04-12,11:45:14,37065,33013,3183,869,0
lane2.mp4,2025-04-12,11:45:17,21417,18383,2272,762,0
lane2.mp4,2025-04-12,11:45:17,20722,17836,2169,717,0
lane3.mp4,2025-04-12,11:45:19,44077,38210,2061,1703,2103
lane2.mp4,2025-04-12,11:45:19,19705,17037,2032,636,0
lane2.mp4,2025-04-12,11:45:28,8524,7582,670,272,0
lane2.mp4,2025-04-12,11:45:33,9046,8017,746,283,0
lane2.mp4,2025-04-12,11:45:35,37407,33325,3213,869,0
lane2.mp4,2025-04-12,11:45:38,21712,18631,2307,774,0
lane2.mp4,2025-04-12,11:45:38,21111,18136,2225,750,0
lane3.mp4,2025-04-12,11:45:39,44465,38525,2088,1721,2131
lane2.mp4,2025-04-12,11:45:39,20025,17290,2081,654,0
lane2.mp4,2025-04-12,11:45:54,8957,7944,730,283,0
lane2.mp4,2025-04-12,11:45:55,9405,8319,791,295,0
lane2.mp4,2025-04-12,11:45:56,37766,33647,3250,869,0
lane2.mp4,2025-04-12,11:45:59,21457,18415,2278,764,0
lane2.mp4,2025-04-12,11:45:59,22054,18930,2333,791,0
lane2.mp4,2025-04-12,11:46:00,20324,17518,2124,682,0
lane3.mp4,2025-04-12,11:46:00,44843,38823,2119,1741,2160
lane2.mp4,2025-04-12,11:46:14,9316,8244,780,292,0
lane2.mp4,2025-04-12,11:46:15,9744,8617,826,301,0
lane2.mp4,2025-04-12,11:46:17,38104,33959,3276,869,0
lane2.mp4,2025-04-12,11:46:19,22392,19229,2355,808,0
lane2.mp4,2025-04-12,11:46:19,21729,18645,2309,775,0
lane3.mp4,2025-04-12,11:46:20,45175,39090,2148,1758,2179
lane2.mp4,2025-04-12,11:46:21,20654,17786,2157,711,0
lane2.mp4,2025-04-12,11:46:35,9695,8574,821,300,0
lane2.mp4,2025-04-12,11:46:37,38466,34292,3305,869,0
lane2.mp4,2025-04-12,11:46:39,22755,19549,2380,826,0
lane2.mp4,2025-04-12,11:46:39,22097,18969,2335,793,0
lane2.mp4,2025-04-12,11:46:35,10104,8946,854,304,0
lane2.mp4,2025-04-12,11:46:42,21066,18101,2219,746,0
lane3.mp4,2025-04-12,11:46:42,45589,39418,2182,1782,2207
lane2.mp4,2025-04-12,11:47:00,10459,9270,882,307,0
lane2.mp4,2025-04-12,11:47:01,10081,8927,851,303,0
lane2.mp4,2025-04-12,11:47:01,23178,19944,2402,832,0
lane2.mp4,2025-04-12,11:47:01,22448,19276,2359,813,0
lane2.mp4,2025-04-12,11:47:01,38855,34649,3337,869,0
lane2.mp4,2025-04-12,11:47:03,21417,18383,2272,762,0
lane3.mp4,2025-04-12,11:47:03,45894,39667,2209,1809,2209
lane2.mp4,2025-04-12,11:47:21,23577,20313,2427,837,0
lane2.mp4,2025-04-12,11:47:21,10845,9600,931,314,0
lane2.mp4,2025-04-12,11:47:22,39226,34985,3372,869,0
lane2.mp4,2025-04-12,11:47:22,10459,9270,882,307,0
lane2.mp4,2025-04-12,11:47:22,22805,19597,2382,826,0
lane3.mp4,2025-04-12,11:47:23,46191,39912,2237,1831,2211
lane2.mp4,2025-04-12,11:47:23,21691,18612,2306,773,0
lane2.mp4,2025-04-12,11:47:41,23972,20691,2442,839,0
lane2.mp4,2025-04-12,11:47:42,11227,9920,980,327,0
lane2.mp4,2025-04-12,11:47:42,10845,9600,931,314,0
lane2.mp4,2025-04-12,11:47:42,39606,35326,3411,869,0
lane2.mp4,2025-04-12,11:47:43,23206,19969,2404,833,0
lane3.mp4,2025-04-12,11:47:44,46478,40115,2281,1853,2229
lane2.mp4,2025-04-12,11:47:44,21989,18873,2328,788,0
lane2.mp4,2025-04-12,11:48:02,24419,21113,2466,840,0
lane2.mp4,2025-04-12,11:48:02,11604,10232,1044,328,0
lane2.mp4,2025-04-12,11:48:03,23603,20337,2428,838,0
lane2.mp4,2025-04-12,11:48:04,22333,19179,2351,803,0
lane2.mp4,2025-04-12,11:48:03,11278,9963,988,327,0
lane2.mp4,2025-04-12,11:48:03,40029,35701,3453,875,0
lane3.mp4,2025-04-12,11:48:04,46774,40351,2305,1868,2250
lane2.mp4,2025-04-12,11:48:23,12070,10600,1117,353,0
lane2.mp4,2025-04-12,11:48:23,24086,20799,2448,839,0
lane2.mp4,2025-04-12,11:48:23,24998,21673,2485,840,0
lane2.mp4,2025-04-12,11:48:28,22616,19420,2372,824,0
lane3.mp4,2025-04-12,11:48:28,47046,40575,2323,1882,2266
lane2.mp4,2025-04-12,11:48:29,11661,10279,1053,329,0
lane2.mp4,2025-04-12,11:48:29,40402,36038,3489,875,0
lane2.mp4,2025-04-12,11:48:44,12454,10912,1165,377,0
lane2.mp4,2025-04-12,11:48:44,25456,22115,2501,840,0
lane2.mp4,2025-04-12,11:48:44,24548,21238,2470,840,0
lane2.mp4,2025-04-12,11:48:49,22985,19764,2391,830,0
lane2.mp4,2025-04-12,11:48:50,40829,36414,3535,880,0
lane3.mp4,2025-04-12,11:48:50,47377,40827,2368,1898,2284
lane2.mp4,2025-04-12,11:48:50,12070,10600,1117,353,0
lane2.mp4,2025-04-12,11:49:04,25866,22498,2518,850,0
lane2.mp4,2025-04-12,11:49:05,24998,21673,2485,840,0
lane2.mp4,2025-04-12,11:49:05,12851,11244,1216,391,0
lane3.mp4,2025-04-12,11:49:10,47677,41068,2392,1913,2304
lane2.mp4,2025-04-12,11:49:10,12454,10912,1165,377,0
lane2.mp4,2025-04-12,11:49:10,23393,20142,2417,834,0
lane2.mp4,2025-04-12,11:49:10,41245,36786,3578,881,0
lane2.mp4,2025-04-12,11:49:25,25430,22090,2500,840,0
lane2.mp4,2025-04-12,11:49:25,26282,22898,2534,850,0
lane2.mp4,2025-04-12,11:49:26,13247,11576,1264,407,0
lane2.mp4,2025-04-12,11:49:30,23781,20507,2435,839,0
lane3.mp4,2025-04-12,11:49:31,48017,41360,2407,1930,2320
lane2.mp4,2025-04-12,11:49:31,12878,11266,1219,393,0
lane2.mp4,2025-04-12,11:49:31,41669,37160,3624,885,0
lane2.mp4,2025-04-12,11:49:46,26679,23277,2552,850,0
lane2.mp4,2025-04-12,11:49:46,25840,22473,2517,850,0
lane2.mp4,2025-04-12,11:49:47,13630,11900,1308,422,0
lane3.mp4,2025-04-12,11:49:51,48346,41633,2433,1945,2335
lane2.mp4,2025-04-12,11:49:51,42070,37514,3669,887,0
lane2.mp4,2025-04-12,11:49:51,13273,11598,1267,408,0
lane2.mp4,2025-04-12,11:49:52,24194,20900,2455,839,0
lane2.mp4,2025-04-12,11:50:07,26257,22874,2533,850,0
lane2.mp4,2025-04-12,11:50:07,27104,23683,2571,850,0
lane2.mp4,2025-04-12,11:50:07,13998,12228,1339,431,0
lane3.mp4,2025-04-12,11:50:12,48716,41937,2477,1956,2346
lane2.mp4,2025-04-12,11:50:12,42504,37892,3720,892,0
lane2.mp4,2025-04-12,11:50:12,13678,11942,1312,424,0
lane2.mp4,2025-04-12,11:50:15,24638,21325,2473,840,0
lane2.mp4,2025-04-12,11:50:28,27534,24096,2588,850,0
lane2.mp4,2025-04-12,11:50:28,26679,23277,2552,850,0
lane2.mp4,2025-04-12,11:50:29,14325,12514,1380,431,0
